Price,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,USDBRL=X,USDMXN=X,USDTRY=X,USDZAR=X,XU100.IS,^VIX,USDBRL=X,USDMXN=X,USDTRY=X,USDZAR=X,XU100.IS,^VIX,USDBRL=X,USDMXN=X,USDTRY=X,USDZAR=X,XU100.IS,^VIX,USDBRL=X,USDMXN=X,USDTRY=X,USDZAR=X,XU100.IS,^VIX,USDBRL=X,USDMXN=X,USDTRY=X,USDZAR=X,XU100.IS,^VIX
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-01,3.3076000213623047,19.650850296020508,3.7948999404907227,12.319990158081055,,,3.3117001056671143,19.661500930786133,3.7948999404907227,12.357399940490723,,,3.309299945831299,19.614299774169922,3.7890000343322754,12.356800079345703,,,3.310499906539917,19.661300659179688,3.7948999404907227,12.357399940490723,,,0.0,0.0,0.0,0.0,,
2018-01-02,3.311000108718872,19.497400283813477,3.791100025177002,12.38700008392334,1175.2357177734375,9.770000457763672,3.312700033187866,19.657350540161133,3.791300058364868,12.46422004699707,1177.235707178877,11.069999694824219,3.258500099182129,19.4414005279541,3.7528998851776123,12.251399993896484,1156.2548612896364,9.520000457763672,3.310800075531006,19.64069938659668,3.791300058364868,12.387100219726562,1157.3388399224673,10.949999809265137,0.0,0.0,0.0,0.0,153932820000.0,0.0
2018-01-03,3.2578001022338867,19.35110092163086,3.7655999660491943,12.435620307922363,1160.515869140625,9.149999618530273,3.2637999057769775,19.529939651489258,3.7786600589752197,12.498250007629395,1183.9448230688722,9.649999618530273,3.240999937057495,19.321399688720703,3.755500078201294,12.313699722290039,1157.7959127426006,8.9399995803833,3.2574000358581543,19.495800018310547,3.765399932861328,12.432999610900879,1177.383822418975,9.5600004196167,0.0,0.0,0.0,0.0,173540830000.0,0.0
2018-01-04,3.2355000972747803,19.306970596313477,3.780600070953369,12.361000061035156,1154.9058837890625,9.220000267028809,3.240999937057495,19.38698959350586,3.7848000526428223,12.39702033996582,1172.582792322205,9.3100004196167,3.221400022506714,19.194700241088867,3.7453699111938477,12.230600357055664,1151.5168636136214,8.920000076293945,3.235599994659424,19.351299285888672,3.7808001041412354,12.36104965209961,1160.679901125753,9.010000228881836,0.0,0.0,0.0,0.0,140244490000.0,0.0
2018-01-05,3.233099937438965,19.173999786376953,3.750269889831543,12.287199974060059,1166.372802734375,9.220000267028809,3.2479000091552734,19.399250030517578,3.7592101097106934,12.397899627685547,1171.8387159425424,9.539999961853027,3.225600004196167,19.158300399780273,3.7304999828338623,12.262299537658691,1159.5007691017734,9.0,3.232800006866455,19.306869506835938,3.7496299743652344,12.288299560546875,1161.5847423534392,9.100000381469727,0.0,0.0,0.0,0.0,108753330000.0,0.0
2018-01-08,3.226599931716919,19.192119598388672,3.7323501110076904,12.295539855957031,1163.038818359375,9.520000457763672,3.243499994277954,19.29524040222168,3.7559399604797363,12.463669776916504,1177.8307313678106,9.890000343322754,3.2235000133514404,19.15920066833496,3.7314999103546143,12.280699729919434,1162.279789219228,9.319999694824219,3.228100061416626,19.17959976196289,3.7330799102783203,12.298600196838379,1175.136653991959,9.609999656677246,0.0,0.0,0.0,0.0,105440880000.0,0.0
2018-01-09,3.239000082015991,19.244680404663086,3.7439000606536865,12.372400283813477,1150.221923828125,10.079999923706055,3.253499984741211,19.345500946044922,3.778290033340454,12.457369804382324,1166.4658561863205,10.09000015258789,3.228100061416626,19.179500579833984,3.7397000789642334,12.287300109863281,1149.4149212744505,9.369999885559082,3.2392001152038574,19.18239974975586,3.7435998916625977,12.373499870300293,1163.1078417786614,9.40999984741211,0.0,0.0,0.0,0.0,116126060000.0,0.0
2018-01-10,3.246799945831299,19.26300048828125,3.7684199810028076,12.331500053405762,1135.8890380859375,9.819999694824219,3.2539000511169434,19.41284942626953,3.805720090866089,12.539580345153809,1148.55999187014,10.850000381469727,3.235599994659424,19.156099319458008,3.76528000831604,12.324199676513672,1128.8380498249082,9.819999694824219,3.2465999126434326,19.244800567626953,3.768320083618164,12.33180046081543,1148.1170010388103,10.109999656677246,0.0,0.0,0.0,0.0,124323020000.0,0.0
2018-01-11,3.2263998985290527,19.215370178222656,3.7987000942230225,12.418999671936035,1147.181884765625,9.880000114440918,3.2365000247955322,19.428449630737305,3.8055500984191895,12.496179580688477,1147.181884765625,10.020000457763672,3.2202999591827393,19.21190071105957,3.7736001014709473,12.394599914550781,1130.5700346714611,9.619999885559082,3.2265000343322754,19.275419235229492,3.7974700927734375,12.421199798583984,1143.2878625147978,9.6899995803833,0.0,0.0,0.0,0.0,132936720000.0,0.0
2018-01-12,3.214200019836426,19.033000946044922,3.773550033569336,12.378390312194824,1146.43994140625,10.15999984741211,3.2286999225616455,19.245710372924805,3.781709909439087,12.458399772644043,1157.180851019746,10.3100004196167,3.197200059890747,18.98110008239746,3.748699903488159,12.347700119018555,1145.6098677004677,9.539999961853027,3.214200019836426,19.211179733276367,3.77374005317688,12.367500305175781,1150.6219259777781,9.739999771118164,0.0,0.0,0.0,0.0,116939860000.0,0.0
2018-01-15,3.200700044631958,18.85870933532715,3.7515599727630615,12.368619918823242,1121.5860595703125,,3.2056000232696533,18.993419647216797,3.802449941635132,12.387200355529785,1154.522895636127,,3.176100015640259,18.774200439453125,3.7460498809814453,12.256799697875977,1121.5860595703125,,3.202399969100952,18.97920036315918,3.755199909210205,12.369179725646973,1142.8569422259359,,0.0,0.0,0.0,0.0,148199600000.0,
2018-01-16,3.213200092315674,18.752500534057617,3.7999699115753174,12.287300109863281,1144.1778564453125,11.65999984741211,3.23580002784729,18.890350341796875,3.83161997795105,12.356269836425781,1144.748898321015,12.40999984741211,3.2049999237060547,18.736799240112305,3.7850000858306885,12.193099975585938,1111.0680477150975,10.399999618530273,3.213200092315674,18.848400115966797,3.8004400730133057,12.287699699401855,1117.0780254210279,10.420000076293945,0.0,0.0,0.0,0.0,166953570000.0,0.0
